idArret;datecreation;datedebut;datefin;nombrejour;datereprise;agent_matricule;statut
3916;18/02/2020;18/02/2020;18/02/2020;1;19/02/2020;4671;Valider
3917;18/02/2020;18/02/2020;20/02/2020;3;21/02/2020;3286;Valider
3918;18/02/2020;18/02/2020;21/02/2020;4;22/02/2020;3530;Valider
3919;18/02/2020;17/02/2020;17/02/2020;1;18/02/2020;4462;Valider
3920;18/02/2020;18/02/2020;19/02/2020;2;20/02/2020;4776;Valider
3921;18/02/2020;18/02/2020;18/02/2020;1;19/02/2020;4819;Valider
3922;18/02/2020;18/02/2020;20/02/2020;3;21/02/2020;4395;Valider
3923;18/02/2020;18/02/2020;18/02/2020;1;19/02/2020;3905;Valider
3924;18/02/2020;18/02/2020;18/02/2020;1;19/02/2020;4739;Valider
3925;19/02/2020;19/02/2020;20/02/2020;2;21/02/2020;3726;Valider
3926;19/02/2020;18/02/2020;21/02/2020;4;22/02/2020;3126;Valider
3927;19/02/2020;19/02/2020;21/02/2020;3;24/02/2020;3971;Valider
3928;19/02/2020;19/02/2020;20/02/2020;2;21/02/2020;4657;Valider
3929;19/02/2020;19/02/2020;20/02/2020;2;21/02/2020;3490;Valider
3930;19/02/2020;18/02/2020;19/02/2020;2;20/02/2020;4074;Valider
3931;19/02/2020;18/02/2020;18/02/2020;1;19/02/2020;4430;Valider
3932;19/02/2020;19/02/2020;20/02/2020;2;21/02/2020;4462;Valider
3933;19/02/2020;19/02/2020;25/02/2020;7;26/02/2020;4934;Valider
3934;19/02/2020;19/02/2020;21/02/2020;3;24/02/2020;3639;Valider
3935;19/02/2020;18/02/2020;22/02/2020;5;24/02/2020;3406;Valider
3936;20/02/2020;20/02/2020;20/02/2020;1;21/02/2020;4205;Valider
3937;20/02/2020;20/02/2020;21/02/2020;2;24/02/2020;4675;Valider
3938;20/02/2020;20/02/2020;21/02/2020;2;24/02/2020;4506;Valider
3939;20/02/2020;20/02/2020;21/02/2020;2;24/02/2020;3979;Valider
3940;20/02/2020;20/02/2020;21/02/2020;2;24/02/2020;4112;Valider
3941;20/02/2020;20/02/2020;20/02/2020;1;21/02/2020;3880;Valider
3942;20/02/2020;19/02/2020;19/02/2020;1;20/02/2020;4307;Valider
3943;20/02/2020;20/02/2020;21/02/2020;2;24/02/2020;4250;Valider
3946;20/02/2020;20/02/2020;21/02/2020;2;24/02/2020;4191;Valider
3947;20/02/2020;20/02/2020;21/02/2020;2;24/02/2020;4013;Valider
3948;20/02/2020;20/02/2020;22/02/2020;3;24/02/2020;4401;Valider
3949;21/02/2020;21/02/2020;21/02/2020;1;24/02/2020;3625;Valider
3950;21/02/2020;21/02/2020;21/02/2020;1;24/02/2020;2589;Valider
3951;21/02/2020;21/02/2020;21/02/2020;1;24/02/2020;4205;Valider
3952;21/02/2020;20/02/2020;22/02/2020;3;24/02/2020;4117;Valider
3953;21/02/2020;21/02/2020;21/02/2020;1;24/02/2020;3056;Valider
3954;21/02/2020;21/02/2020;21/02/2020;1;24/02/2020;4411;Valider
3955;21/02/2020;21/02/2020;22/02/2020;2;24/02/2020;3817;Valider
3956;21/02/2020;17/02/2020;18/02/2020;2;19/02/2020;4211;Valider
3957;21/02/2020;19/02/2020;21/02/2020;3;22/02/2020;4211;Valider
3958;21/02/2020;22/02/2020;26/02/2020;5;27/02/2020;4211;Non valider
3959;24/02/2020;21/02/2020;21/02/2020;1;24/02/2020;3880;Valider
3960;24/02/2020;24/02/2020;25/02/2020;2;26/02/2020;2409;Valider
3961;24/02/2020;24/02/2020;25/02/2020;2;26/02/2020;3076;Valider
3962;24/02/2020;24/02/2020;25/02/2020;2;26/02/2020;3078;Valider
3963;24/02/2020;24/02/2020;24/02/2020;1;25/02/2020;4093;Valider
3964;24/02/2020;24/02/2020;26/02/2020;3;27/02/2020;4929;Valider
3965;25/02/2020;21/02/2020;25/02/2020;5;26/02/2020;3708;Valider
3966;25/02/2020;25/02/2020;25/02/2020;1;26/02/2020;4774;Valider
3967;25/02/2020;25/02/2020;26/02/2020;2;27/02/2020;3056;Valider
3968;25/02/2020;25/02/2020;26/02/2020;2;27/02/2020;2672;Valider
3969;25/02/2020;25/02/2020;26/02/2020;2;27/02/2020;3632;Valider
3970;25/02/2020;27/02/2020;28/02/2020;2;29/02/2020;3177;Valider
3971;25/02/2020;25/02/2020;25/02/2020;1;26/02/2020;4427;Valider
3972;25/02/2020;25/02/2020;25/02/2020;1;26/02/2020;4142;Valider
3973;25/02/2020;25/02/2020;26/02/2020;2;27/02/2020;3905;Valider
3975;25/02/2020;20/02/2020;22/02/2020;3;24/02/2020;4388;Valider
3976;25/02/2020;25/02/2020;27/02/2020;3;28/02/2020;2918;Valider
3977;26/02/2020;26/02/2020;27/02/2020;2;28/02/2020;4226;Valider
3978;26/02/2020;26/02/2020;27/02/2020;2;28/02/2020;3611;Valider
3979;26/02/2020;26/02/2020;27/02/2020;2;28/02/2020;3467;Valider
3980;26/02/2020;12/02/2020;14/02/2020;3;17/02/2020;4116;Valider
3981;26/02/2020;26/02/2020;26/02/2020;1;27/02/2020;3947;Valider
3982;26/02/2020;26/02/2020;27/02/2020;2;28/02/2020;4156;Valider
3983;26/02/2020;26/02/2020;26/02/2020;1;27/02/2020;3916;Valider
3984;26/02/2020;26/02/2020;28/02/2020;3;29/02/2020;3239;Valider
3985;27/02/2020;26/02/2020;28/02/2020;3;29/02/2020;2480;Valider
3986;27/02/2020;27/02/2020;29/02/2020;3;02/03/2020;4228;Valider
3987;27/02/2020;27/02/2020;27/02/2020;1;28/02/2020;4818;Valider
3988;27/02/2020;27/02/2020;28/02/2020;2;02/03/2020;4137;Valider
3989;27/02/2020;27/02/2020;28/02/2020;2;02/03/2020;4881;Valider
3990;27/02/2020;24/02/2020;25/02/2020;2;26/02/2020;3852;Valider
3991;27/02/2020;27/02/2020;28/02/2020;2;02/03/2020;3461;Valider
3992;27/02/2020;24/02/2020;26/02/2020;3;27/02/2020;4411;Valider
3993;28/02/2020;28/02/2020;28/02/2020;1;02/03/2020;3925;Valider
3994;28/02/2020;28/02/2020;28/02/2020;1;02/03/2020;3800;Valider
3995;28/02/2020;26/02/2020;27/02/2020;2;28/02/2020;3869;Valider
3996;28/02/2020;27/02/2020;28/02/2020;2;02/03/2020;3050;Valider
3997;05/03/2020;27/02/2020;04/03/2020;7;05/03/2020;3869;Valider
3998;28/02/2020;28/02/2020;28/02/2020;1;02/03/2020;3965;Valider
3999;28/02/2020;28/02/2020;28/02/2020;1;02/03/2020;4650;Valider
4000;28/02/2020;28/02/2020;28/02/2020;1;02/03/2020;3611;Valider
4001;28/02/2020;28/02/2020;28/02/2020;1;02/03/2020;3612;Valider
4002;28/02/2020;18/02/2020;21/02/2020;4;22/02/2020;3593;Valider
4004;02/03/2020;02/03/2020;02/03/2020;1;03/03/2020;4005;Valider
4005;02/03/2020;02/03/2020;03/03/2020;2;04/03/2020;3445;Valider
4006;02/03/2020;02/03/2020;04/03/2020;3;05/03/2020;3469;Valider
4007;02/03/2020;27/02/2020;05/03/2020;8;06/03/2020;3555;Non valider
4008;02/03/2020;27/02/2020;01/03/2020;4;02/03/2020;3050;Valider
4009;23/03/2020;02/03/2020;06/03/2020;5;07/03/2020;3050;Valider
4010;02/03/2020;02/03/2020;03/03/2020;2;04/03/2020;4087;Valider
4011;02/03/2020;02/03/2020;03/03/2020;2;04/03/2020;3343;Valider
4012;03/03/2020;03/03/2020;04/03/2020;2;05/03/2020;4467;Valider
4013;03/03/2020;03/03/2020;04/03/2020;2;05/03/2020;2826;Valider
4014;03/03/2020;03/03/2020;04/03/2020;2;05/03/2020;3843;Valider
4015;03/03/2020;27/02/2020;29/02/2020;3;02/03/2020;3411;Valider
4016;03/03/2020;02/03/2020;04/03/2020;3;05/03/2020;4101;Valider
4017;03/03/2020;03/03/2020;05/03/2020;3;06/03/2020;3905;Valider
4018;03/03/2020;28/02/2020;02/03/2020;4;03/03/2020;4365;Valider
4019;03/03/2020;03/03/2020;05/03/2020;3;06/03/2020;4121;Valider
4020;04/03/2020;04/03/2020;04/03/2020;1;05/03/2020;3531;Valider
4021;04/03/2020;04/03/2020;04/03/2020;1;05/03/2020;3879;Valider
4022;04/03/2020;02/03/2020;07/03/2020;6;09/03/2020;3793;Valider
4023;04/03/2020;03/03/2020;06/03/2020;4;07/03/2020;3126;Valider
4024;04/03/2020;04/03/2020;05/03/2020;2;06/03/2020;2817;Valider
4025;04/03/2020;04/03/2020;05/03/2020;2;06/03/2020;3074;Valider
4026;04/03/2020;04/03/2020;04/03/2020;1;05/03/2020;4935;Valider
4027;04/03/2020;04/03/2020;05/03/2020;2;06/03/2020;3755;Valider
4028;04/03/2020;04/03/2020;06/03/2020;3;09/03/2020;4440;Valider
4029;04/03/2020;04/03/2020;05/03/2020;2;06/03/2020;3894;Valider
4030;04/03/2020;04/03/2020;05/03/2020;2;06/03/2020;3249;Valider
4031;04/03/2020;04/03/2020;06/03/2020;3;07/03/2020;4040;Valider
4032;05/03/2020;05/03/2020;05/03/2020;1;06/03/2020;3877;Valider
4033;05/03/2020;05/03/2020;06/03/2020;2;09/03/2020;4935;Valider
4034;05/03/2020;05/03/2020;06/03/2020;2;09/03/2020;4465;Valider
4035;05/03/2020;05/03/2020;06/03/2020;2;09/03/2020;2443;Valider
4036;05/03/2020;05/03/2020;06/03/2020;2;09/03/2020;3383;Valider
4037;05/03/2020;02/03/2020;04/03/2020;3;05/03/2020;4565;Valider
4038;05/03/2020;05/03/2020;06/03/2020;2;09/03/2020;3294;Valider
4039;05/03/2020;05/03/2020;06/03/2020;2;09/03/2020;2800;Valider
4040;05/03/2020;04/03/2020;05/03/2020;2;06/03/2020;3988;Valider
4041;05/03/2020;05/03/2020;06/03/2020;2;07/03/2020;3869;Valider
4042;05/03/2020;24/02/2020;25/02/2020;2;26/02/2020;4954;Valider
4043;05/03/2020;26/02/2020;03/03/2020;7;04/03/2020;4954;Valider
4045;05/03/2020;05/03/2020;06/03/2020;2;09/03/2020;3063;Valider
4046;05/03/2020;05/03/2020;06/03/2020;2;07/03/2020;3612;Valider
4047;05/03/2020;02/03/2020;04/03/2020;3;05/03/2020;4881;Valider
4048;05/03/2020;05/03/2020;06/03/2020;2;07/03/2020;4101;Valider
4049;05/03/2020;05/03/2020;06/03/2020;2;07/03/2020;4019;Valider
4050;05/03/2020;03/03/2020;06/03/2020;4;09/03/2020;3927;Valider
4051;05/03/2020;05/03/2020;07/03/2020;3;09/03/2020;4726;Valider
4052;06/03/2020;06/03/2020;06/03/2020;1;09/03/2020;4731;Valider
4053;06/03/2020;06/03/2020;06/03/2020;1;09/03/2020;3943;Valider
4054;06/03/2020;05/03/2020;06/03/2020;2;09/03/2020;4136;Valider
4055;06/03/2020;06/03/2020;06/03/2020;1;09/03/2020;3905;Valider
4056;06/03/2020;06/03/2020;06/03/2020;1;09/03/2020;4202;Valider
4057;09/03/2020;09/03/2020;10/03/2020;2;11/03/2020;3899;Valider
4058;09/03/2020;09/03/2020;09/03/2020;1;10/03/2020;4202;Valider
4059;09/03/2020;27/02/2020;04/03/2020;7;05/03/2020;3153;Valider
4060;09/03/2020;09/03/2020;10/03/2020;2;11/03/2020;3861;Valider
4061;09/03/2020;09/03/2020;10/03/2020;2;11/03/2020;4877;Valider
4062;09/03/2020;05/03/2020;06/03/2020;2;09/03/2020;4674;Valider
4063;09/03/2020;09/03/2020;10/03/2020;2;11/03/2020;4910;Valider
4065;09/03/2020;09/03/2020;11/03/2020;3;12/03/2020;3608;Valider
4066;09/03/2020;09/03/2020;11/03/2020;3;12/03/2020;3463;Valider
4067;10/03/2020;10/03/2020;12/03/2020;3;13/03/2020;3476;Valider
4068;10/03/2020;02/03/2020;03/03/2020;2;04/03/2020;4617;Valider
4069;10/03/2020;04/03/2020;06/03/2020;3;07/03/2020;4617;Valider
4070;10/03/2020;09/03/2020;11/03/2020;3;12/03/2020;3050;Valider
4071;10/03/2020;09/03/2020;13/03/2020;5;14/03/2020;4414;Non valider
4072;10/03/2020;06/03/2020;06/03/2020;1;07/03/2020;3922;Valider
4073;10/03/2020;10/03/2020;11/03/2020;2;12/03/2020;4793;Valider
4074;10/03/2020;09/03/2020;10/03/2020;2;11/03/2020;2627;Valider
4075;10/03/2020;10/03/2020;12/03/2020;3;13/03/2020;2627;Valider
4076;10/03/2020;09/03/2020;13/03/2020;5;14/03/2020;3905;Non valider
4077;10/03/2020;09/03/2020;11/03/2020;3;12/03/2020;4200;Valider
4078;11/03/2020;11/03/2020;12/03/2020;2;13/03/2020;4860;Valider
4079;11/03/2020;11/03/2020;13/03/2020;3;16/03/2020;4202;Valider
4080;11/03/2020;11/03/2020;13/03/2020;3;16/03/2020;4168;Valider
4081;11/03/2020;11/03/2020;12/03/2020;2;13/03/2020;3368;Valider
4082;11/03/2020;11/03/2020;12/03/2020;2;13/03/2020;3898;Valider
4083;11/03/2020;11/03/2020;11/03/2020;1;12/03/2020;3486;Valider
4084;11/03/2020;09/03/2020;10/03/2020;2;11/03/2020;4796;Valider
4085;11/03/2020;11/03/2020;13/03/2020;3;16/03/2020;4796;Valider
4086;12/03/2020;12/03/2020;13/03/2020;2;16/03/2020;3982;Valider
4087;12/03/2020;12/03/2020;13/03/2020;2;16/03/2020;4535;Valider
4088;12/03/2020;12/03/2020;13/03/2020;2;16/03/2020;4357;Valider
4089;12/03/2020;12/03/2020;12/03/2020;1;13/03/2020;4455;Valider
4090;12/03/2020;12/03/2020;12/03/2020;1;13/03/2020;4052;Valider
4091;12/03/2020;12/03/2020;12/03/2020;1;13/03/2020;4653;Valider
4093;23/03/2020;12/03/2020;19/03/2020;8;20/03/2020;3050;Valider
4094;12/03/2020;12/03/2020;13/03/2020;2;14/03/2020;4908;Valider
4095;12/03/2020;11/03/2020;15/03/2020;5;16/03/2020;3284;Valider
4096;12/03/2020;10/03/2020;11/03/2020;2;12/03/2020;4322;Valider
4097;12/03/2020;11/03/2020;12/03/2020;2;13/03/2020;3612;Valider
4098;12/03/2020;10/03/2020;12/03/2020;3;13/03/2020;3851;Valider
4099;12/03/2020;11/03/2020;13/03/2020;3;16/03/2020;4721;Valider
4100;12/03/2020;11/03/2020;12/03/2020;2;13/03/2020;4650;Valider
4101;12/03/2020;12/03/2020;13/03/2020;2;16/03/2020;4709;Valider
4102;13/03/2020;13/03/2020;14/03/2020;2;16/03/2020;2848;Valider
4103;13/03/2020;09/03/2020;09/03/2020;1;10/03/2020;3528;Valider
4104;13/03/2020;12/03/2020;13/03/2020;2;14/03/2020;4013;Valider
4105;13/03/2020;13/03/2020;13/03/2020;1;16/03/2020;3580;Valider
4106;13/03/2020;13/03/2020;13/03/2020;1;16/03/2020;3126;Valider
4107;13/03/2020;13/03/2020;13/03/2020;1;16/03/2020;4853;Valider
4108;13/03/2020;13/03/2020;13/03/2020;1;16/03/2020;4897;Valider
4109;13/03/2020;09/03/2020;12/03/2020;4;13/03/2020;4858;Valider
4110;13/03/2020;13/03/2020;14/03/2020;2;16/03/2020;3657;Valider
4111;13/03/2020;13/03/2020;13/03/2020;1;14/03/2020;3476;Valider
4112;13/03/2020;13/03/2020;14/03/2020;2;16/03/2020;3064;Valider
4113;13/03/2020;13/03/2020;13/03/2020;1;16/03/2020;3532;Valider
4114;13/03/2020;13/03/2020;13/03/2020;1;16/03/2020;3528;Valider
4115;13/03/2020;12/03/2020;14/03/2020;3;15/03/2020;3775;Valider
4117;13/03/2020;13/03/2020;13/03/2020;1;16/03/2020;4112;Valider
4118;13/03/2020;09/03/2020;11/03/2020;3;12/03/2020;4607;Valider
4119;13/03/2020;12/03/2020;14/03/2020;3;16/03/2020;4607;Valider
4120;16/03/2020;16/03/2020;20/03/2020;5;21/03/2020;3791;Valider
4121;16/03/2020;16/03/2020;18/03/2020;3;19/03/2020;4135;Valider
4122;16/03/2020;16/03/2020;17/03/2020;2;18/03/2020;4796;Valider
4123;16/03/2020;16/03/2020;20/03/2020;5;21/03/2020;3905;Valider
4124;16/03/2020;16/03/2020;20/03/2020;5;21/03/2020;3709;Valider
4125;16/03/2020;16/03/2020;16/03/2020;1;17/03/2020;3849;Valider
4126;16/03/2020;16/03/2020;16/03/2020;1;17/03/2020;4708;Valider
4127;16/03/2020;16/03/2020;16/03/2020;1;17/03/2020;3611;Valider
4128;16/03/2020;16/03/2020;17/03/2020;2;18/03/2020;4178;Valider
4129;16/03/2020;16/03/2020;18/03/2020;3;19/03/2020;4134;Valider
4130;16/03/2020;16/03/2020;17/03/2020;2;18/03/2020;4365;Valider
4131;16/03/2020;16/03/2020;17/03/2020;2;18/03/2020;3850;Valider
4132;17/03/2020;17/03/2020;19/03/2020;3;20/03/2020;4136;Valider
4133;17/03/2020;16/03/2020;18/03/2020;3;19/03/2020;4074;Valider
4134;17/03/2020;16/03/2020;17/03/2020;2;18/03/2020;4487;Valider
4135;17/03/2020;17/03/2020;18/03/2020;2;19/03/2020;4718;Valider
4136;17/03/2020;17/03/2020;17/03/2020;1;18/03/2020;3529;Valider
4137;17/03/2020;12/03/2020;14/03/2020;3;16/03/2020;4546;Valider
4138;17/03/2020;13/03/2020;13/03/2020;1;14/03/2020;3612;Valider
4139;17/03/2020;10/03/2020;12/03/2020;3;13/03/2020;4720;Valider
4140;17/03/2020;14/03/2020;17/03/2020;4;18/03/2020;3459;Valider
4141;17/03/2020;17/03/2020;18/03/2020;2;19/03/2020;4090;Valider
4142;17/03/2020;17/03/2020;18/03/2020;2;19/03/2020;3635;Valider
4143;17/03/2020;17/03/2020;18/03/2020;2;19/03/2020;3778;Valider
4144;18/03/2020;18/03/2020;19/03/2020;2;20/03/2020;3078;Valider
4145;18/03/2020;17/03/2020;19/03/2020;3;20/03/2020;3847;Valider
4146;18/03/2020;18/03/2020;20/03/2020;3;23/03/2020;3322;Valider
4147;18/03/2020;18/03/2020;19/03/2020;2;20/03/2020;3011;Valider
4148;18/03/2020;18/03/2020;19/03/2020;2;20/03/2020;3010;Valider
4149;18/03/2020;18/03/2020;19/03/2020;2;20/03/2020;3914;Valider
4151;18/03/2020;18/03/2020;19/03/2020;2;20/03/2020;4357;Valider
4152;19/03/2020;19/03/2020;20/03/2020;2;23/03/2020;4352;Valider
4153;19/03/2020;19/03/2020;20/03/2020;2;23/03/2020;3743;Valider
4154;19/03/2020;19/03/2020;20/03/2020;2;21/03/2020;4922;Valider
4155;19/03/2020;19/03/2020;20/03/2020;2;23/03/2020;2930;Valider
4156;19/03/2020;17/03/2020;19/03/2020;3;20/03/2020;4046;Valider
4157;19/03/2020;19/03/2020;25/03/2020;7;26/03/2020;3612;Valider
4158;19/03/2020;17/03/2020;19/03/2020;3;20/03/2020;4937;Valider
4159;19/03/2020;19/03/2020;20/03/2020;2;23/03/2020;4837;Valider
4160;19/03/2020;19/03/2020;19/03/2020;1;20/03/2020;4388;Valider
4161;19/03/2020;18/03/2020;20/03/2020;3;23/03/2020;4135;Valider
4162;19/03/2020;16/03/2020;18/03/2020;3;19/03/2020;3369;Valider
4163;19/03/2020;19/03/2020;20/03/2020;2;21/03/2020;4048;Valider
4164;19/03/2020;19/03/2020;20/03/2020;2;23/03/2020;4074;Valider
4165;19/03/2020;19/03/2020;20/03/2020;2;21/03/2020;3635;Valider
4166;20/03/2020;20/03/2020;20/03/2020;1;23/03/2020;3011;Valider
4167;20/03/2020;20/03/2020;20/03/2020;1;23/03/2020;3916;Valider
4168;20/03/2020;20/03/2020;20/03/2020;1;23/03/2020;4201;Valider
4169;20/03/2020;19/03/2020;20/03/2020;2;23/03/2020;4079;Valider
4170;20/03/2020;19/03/2020;25/03/2020;7;26/03/2020;3153;Valider
4171;20/03/2020;20/03/2020;20/03/2020;1;23/03/2020;3906;Valider
4172;20/03/2020;20/03/2020;21/03/2020;2;23/03/2020;3657;Valider
4173;20/03/2020;19/03/2020;20/03/2020;2;21/03/2020;4754;Valider
4174;20/03/2020;19/03/2020;20/03/2020;2;21/03/2020;3650;Valider
4175;23/03/2020;23/03/2020;25/03/2020;3;26/03/2020;3906;Valider
4176;23/03/2020;20/03/2020;20/03/2020;1;23/03/2020;4357;Valider
4177;23/03/2020;23/03/2020;24/03/2020;2;25/03/2020;4588;Valider
4178;23/03/2020;20/03/2020;27/03/2020;8;28/03/2020;3050;Valider
4179;24/03/2020;23/03/2020;25/03/2020;3;26/03/2020;4202;Valider
4180;24/03/2020;24/03/2020;25/03/2020;2;26/03/2020;2440;Valider
4181;24/03/2020;24/03/2020;25/03/2020;2;26/03/2020;3756;Valider
4182;24/03/2020;24/03/2020;26/03/2020;3;27/03/2020;3705;Valider
4183;24/03/2020;23/03/2020;24/03/2020;2;25/03/2020;3805;Valider
4184;24/03/2020;23/03/2020;25/03/2020;3;26/03/2020;3389;Valider
4185;24/03/2020;11/03/2020;11/03/2020;1;12/03/2020;3939;Valider
4186;25/03/2020;25/03/2020;26/03/2020;2;27/03/2020;4792;Valider
4187;25/03/2020;25/03/2020;25/03/2020;1;26/03/2020;3955;Valider
4188;25/03/2020;25/03/2020;25/03/2020;1;26/03/2020;4395;Valider
4189;25/03/2020;25/03/2020;27/03/2020;3;30/03/2020;4079;Valider
4190;25/03/2020;25/03/2020;25/03/2020;1;26/03/2020;3116;Valider
4191;25/03/2020;24/03/2020;31/03/2020;8;01/04/2020;3284;Valider
4192;25/03/2020;25/03/2020;26/03/2020;2;27/03/2020;3555;Valider
4193;26/03/2020;26/03/2020;27/03/2020;2;30/03/2020;3714;Valider
4194;26/03/2020;26/03/2020;27/03/2020;2;28/03/2020;3116;Valider
4195;26/03/2020;26/03/2020;01/04/2020;7;02/04/2020;3612;Valider
4196;26/03/2020;23/03/2020;24/03/2020;2;25/03/2020;4114;Valider
4197;26/03/2020;26/03/2020;27/03/2020;2;30/03/2020;3526;Valider
4198;26/03/2020;26/03/2020;27/03/2020;2;28/03/2020;3522;Valider
4199;26/03/2020;26/03/2020;27/03/2020;2;30/03/2020;4588;Valider
4200;27/03/2020;27/03/2020;27/03/2020;1;30/03/2020;4467;Valider
4201;27/03/2020;27/03/2020;27/03/2020;1;30/03/2020;2819;Valider
4202;27/03/2020;27/03/2020;28/03/2020;2;30/03/2020;3555;Valider
4203;27/03/2020;27/03/2020;29/03/2020;3;30/03/2020;4142;Valider
4204;27/03/2020;26/03/2020;28/03/2020;3;30/03/2020;3712;Valider
4205;30/03/2020;30/03/2020;31/03/2020;2;01/04/2020;4569;Valider
4206;30/03/2020;30/03/2020;31/03/2020;2;01/04/2020;3629;Valider
4207;30/03/2020;30/03/2020;31/03/2020;2;01/04/2020;3522;Valider
4208;30/03/2020;30/03/2020;31/03/2020;2;01/04/2020;2673;Valider
4209;30/03/2020;25/03/2020;27/03/2020;3;28/03/2020;3994;Valider
4210;30/03/2020;30/03/2020;31/03/2020;2;01/04/2020;4006;Valider
4211;31/03/2020;31/03/2020;01/04/2020;2;02/04/2020;2769;Valider
4212;31/03/2020;30/03/2020;05/04/2020;7;06/04/2020;3284;Valider
4213;01/04/2020;31/03/2020;01/04/2020;2;02/04/2020;3883;Valider
4214;01/04/2020;30/03/2020;31/03/2020;2;01/04/2020;4585;Valider
4215;01/04/2020;01/04/2020;02/04/2020;2;03/04/2020;4585;Valider
4217;01/04/2020;01/04/2020;02/04/2020;2;03/04/2020;4230;Valider
4218;01/04/2020;01/04/2020;03/04/2020;3;06/04/2020;3653;Valider
4219;01/04/2020;01/04/2020;03/04/2020;3;06/04/2020;4607;Valider
4220;01/04/2020;01/04/2020;01/04/2020;1;02/04/2020;4006;Valider
4221;03/04/2020;10/03/2020;17/03/2020;8;18/03/2020;4125;Valider
4222;02/04/2020;02/04/2020;03/04/2020;2;06/04/2020;3820;Valider
4223;02/04/2020;02/04/2020;04/04/2020;3;06/04/2020;3913;Valider
4224;02/04/2020;02/04/2020;03/04/2020;2;06/04/2020;3494;Valider
4225;02/04/2020;01/04/2020;03/04/2020;3;06/04/2020;4090;Valider
4226;02/04/2020;02/04/2020;03/04/2020;2;06/04/2020;4568;Valider
4227;02/04/2020;31/03/2020;03/04/2020;4;06/04/2020;3847;Valider
4228;02/04/2020;02/04/2020;03/04/2020;2;06/04/2020;4671;Valider
4232;03/04/2020;02/04/2020;03/04/2020;2;06/04/2020;3883;Valider
4233;06/04/2020;06/04/2020;07/04/2020;2;08/04/2020;4203;Valider
4234;06/04/2020;02/04/2020;03/04/2020;2;06/04/2020;4653;Valider
4235;06/04/2020;06/04/2020;07/04/2020;2;08/04/2020;3653;Valider
4236;06/04/2020;06/04/2020;07/04/2020;2;08/04/2020;2926;Valider
4237;06/04/2020;06/04/2020;08/04/2020;3;09/04/2020;4931;Valider
4238;06/04/2020;02/04/2020;02/04/2020;1;03/04/2020;3516;Valider
4240;06/04/2020;06/04/2020;07/04/2020;2;08/04/2020;3594;Valider
4241;06/04/2020;06/04/2020;08/04/2020;3;09/04/2020;4178;Valider
4242;06/04/2020;06/04/2020;07/04/2020;2;08/04/2020;4090;Valider
4244;08/04/2020;07/04/2020;11/04/2020;5;13/04/2020;3460;Valider
4245;08/04/2020;23/03/2020;27/03/2020;5;30/03/2020;3847;Valider
4246;08/04/2020;06/04/2020;09/04/2020;4;10/04/2020;3847;Valider
4247;08/04/2020;08/04/2020;10/04/2020;3;11/04/2020;3653;Valider
