idArret;datecreation;datedebut;datefin;nombrejour;datereprise;agent_matricule;statut
4248;08/04/2020;08/04/2020;10/04/2020;3;13/04/2020;4077;Valider
4249;09/04/2020;09/04/2020;10/04/2020;2;13/04/2020;3794;Valider
4250;09/04/2020;09/04/2020;10/04/2020;2;13/04/2020;3370;Valider
4251;10/04/2020;10/04/2020;10/04/2020;1;13/04/2020;4509;Valider
4253;10/04/2020;09/04/2020;15/04/2020;7;16/04/2020;3153;Valider
4254;14/04/2020;13/04/2020;17/04/2020;5;18/04/2020;4517;Valider
4255;14/04/2020;14/04/2020;16/04/2020;3;17/04/2020;4924;Valider
4256;14/04/2020;14/04/2020;15/04/2020;2;16/04/2020;4731;Valider
4257;14/04/2020;07/04/2020;09/04/2020;3;10/04/2020;3723;Valider
4258;14/04/2020;10/04/2020;10/04/2020;1;14/04/2020;3723;Valider
4259;14/04/2020;14/04/2020;15/04/2020;2;16/04/2020;4230;Valider
4260;14/04/2020;14/04/2020;15/04/2020;2;16/04/2020;3010;Valider
4261;14/04/2020;14/04/2020;16/04/2020;3;17/04/2020;3512;Valider
4262;14/04/2020;15/04/2020;16/04/2020;2;17/04/2020;4930;Valider
4263;15/04/2020;14/04/2020;16/04/2020;3;17/04/2020;4885;Valider
4264;15/04/2020;15/04/2020;16/04/2020;2;17/04/2020;3368;Valider
4265;15/04/2020;15/04/2020;16/04/2020;2;17/04/2020;3439;Valider
4266;15/04/2020;15/04/2020;16/04/2020;2;17/04/2020;4095;Valider
4267;15/04/2020;14/04/2020;16/04/2020;3;17/04/2020;2805;Valider
4268;16/04/2020;16/04/2020;17/04/2020;2;18/04/2020;4164;Valider
4269;16/04/2020;16/04/2020;17/04/2020;2;20/04/2020;3010;Valider
4270;17/04/2020;17/04/2020;17/04/2020;1;20/04/2020;3495;Valider
4271;17/04/2020;17/04/2020;17/04/2020;1;20/04/2020;4924;Valider
4272;17/04/2020;17/04/2020;17/04/2020;1;20/04/2020;4899;Valider
4273;20/04/2020;20/04/2020;24/04/2020;5;25/04/2020;3654;Valider
4274;20/04/2020;17/04/2020;17/04/2020;1;18/04/2020;3733;Valider
4275;20/04/2020;17/04/2020;17/04/2020;1;20/04/2020;3127;Valider
4276;20/04/2020;20/04/2020;21/04/2020;2;22/04/2020;4599;Valider
4277;20/04/2020;20/04/2020;23/04/2020;4;24/04/2020;4726;Valider
4278;21/04/2020;21/04/2020;21/04/2020;1;22/04/2020;2769;Valider
4279;21/04/2020;21/04/2020;23/04/2020;3;24/04/2020;3839;Valider
4280;21/04/2020;21/04/2020;22/04/2020;2;23/04/2020;4413;Valider
4281;21/04/2020;21/04/2020;22/04/2020;2;23/04/2020;4850;Valider
4282;21/04/2020;21/04/2020;23/04/2020;3;24/04/2020;3153;Valider
4283;21/04/2020;20/04/2020;22/04/2020;3;23/04/2020;4090;Valider
4284;21/04/2020;21/04/2020;22/04/2020;2;23/04/2020;3056;Valider
4285;21/04/2020;20/04/2020;22/04/2020;3;23/04/2020;4924;Valider
4286;21/04/2020;21/04/2020;23/04/2020;3;24/04/2020;3223;Valider
4287;22/04/2020;21/04/2020;22/04/2020;2;23/04/2020;3898;Valider
4289;23/04/2020;22/04/2020;23/04/2020;2;24/04/2020;3768;Valider
4290;23/04/2020;23/04/2020;25/04/2020;3;27/04/2020;4395;Valider
4291;23/04/2020;23/04/2020;24/04/2020;2;25/04/2020;4509;Valider
4292;24/04/2020;24/04/2020;24/04/2020;1;25/04/2020;4413;Valider
4293;24/04/2020;24/04/2020;24/04/2020;1;25/04/2020;3309;Valider
4294;24/04/2020;24/04/2020;24/04/2020;1;25/04/2020;4657;Valider
4295;24/04/2020;24/04/2020;24/04/2020;1;25/04/2020;4908;Valider
4296;24/04/2020;23/04/2020;25/04/2020;3;27/04/2020;3491;Valider
4297;27/04/2020;27/04/2020;28/04/2020;2;29/04/2020;4791;Valider
4298;27/04/2020;27/04/2020;01/05/2020;5;02/05/2020;3153;Valider
4300;27/04/2020;14/04/2020;18/04/2020;5;19/04/2020;4529;Non valider
4301;27/04/2020;27/04/2020;01/05/2020;5;02/05/2020;4090;Non valider
4303;28/04/2020;28/04/2020;28/04/2020;1;29/04/2020;4689;Valider
4304;29/04/2020;29/04/2020;29/04/2020;1;30/04/2020;3071;Valider
4306;30/04/2020;30/04/2020;02/05/2020;3;04/05/2020;3376;Valider
4307;04/05/2020;03/05/2020;07/05/2020;5;08/05/2020;3906;Valider
4308;04/05/2020;04/05/2020;04/05/2020;1;05/05/2020;3005;Valider
4309;04/05/2020;20/04/2020;21/04/2020;2;22/04/2020;3417;Valider
4310;05/05/2020;05/05/2020;06/05/2020;2;07/05/2020;3308;Valider
4311;05/05/2020;05/05/2020;06/05/2020;2;07/05/2020;4774;Valider
4312;05/05/2020;05/05/2020;06/05/2020;2;07/05/2020;3939;Valider
4313;06/05/2020;06/05/2020;08/05/2020;3;09/05/2020;3983;Valider
4314;06/05/2020;06/05/2020;07/05/2020;2;08/05/2020;4726;Valider
4315;06/05/2020;06/05/2020;08/05/2020;3;09/05/2020;3974;Valider
4316;06/05/2020;06/05/2020;08/05/2020;3;09/05/2020;3947;Valider
4317;06/05/2020;06/05/2020;06/05/2020;1;07/05/2020;4650;Valider
4318;15/05/2020;05/05/2020;12/05/2020;8;13/05/2020;4028;Valider
4319;07/05/2020;07/05/2020;08/05/2020;2;09/05/2020;4270;Valider
4320;08/05/2020;08/05/2020;08/05/2020;1;09/05/2020;4526;Valider
4321;08/05/2020;08/05/2020;08/05/2020;1;09/05/2020;4179;Valider
4322;08/05/2020;07/05/2020;08/05/2020;2;09/05/2020;4774;Valider
4323;08/05/2020;08/05/2020;08/05/2020;1;09/05/2020;3845;Valider
4324;08/05/2020;08/05/2020;09/05/2020;2;10/05/2020;4726;Valider
4325;08/05/2020;06/05/2020;10/05/2020;5;11/05/2020;3900;Non valider
4326;08/05/2020;08/05/2020;08/05/2020;1;09/05/2020;3906;Valider
4327;08/05/2020;07/05/2020;09/05/2020;3;10/05/2020;4079;Valider
4328;08/05/2020;08/05/2020;08/05/2020;1;09/05/2020;3875;Valider
4329;08/05/2020;06/05/2020;08/05/2020;3;09/05/2020;4660;Valider
4330;08/05/2020;08/05/2020;08/05/2020;1;09/05/2020;4757;Valider
4331;08/05/2020;08/05/2020;09/05/2020;2;10/05/2020;3732;Valider
4332;11/05/2020;11/05/2020;12/05/2020;2;13/05/2020;2751;Valider
4334;11/05/2020;11/05/2020;13/05/2020;3;14/05/2020;4774;Valider
4335;11/05/2020;07/05/2020;11/05/2020;5;12/05/2020;4369;Non valider
4336;12/05/2020;11/05/2020;12/05/2020;2;13/05/2020;4219;Valider
4337;12/05/2020;12/05/2020;13/05/2020;2;14/05/2020;3905;Valider
4338;12/05/2020;12/05/2020;14/05/2020;3;15/05/2020;3905;Valider
4339;12/05/2020;13/05/2020;14/05/2020;2;15/05/2020;3549;Valider
4340;12/05/2020;12/05/2020;13/05/2020;2;14/05/2020;3732;Valider
4341;13/05/2020;13/05/2020;15/05/2020;3;16/05/2020;4103;Valider
4342;13/05/2020;13/05/2020;13/05/2020;1;14/05/2020;3915;Valider
4343;13/05/2020;14/05/2020;14/05/2020;1;15/05/2020;3732;Valider
4344;13/05/2020;13/05/2020;15/05/2020;3;16/05/2020;4369;Valider
4345;13/05/2020;13/05/2020;15/05/2020;3;16/05/2020;3839;Valider
4346;14/05/2020;14/05/2020;15/05/2020;2;16/05/2020;2832;Valider
4347;14/05/2020;14/05/2020;15/05/2020;2;16/05/2020;4550;Valider
4348;14/05/2020;14/05/2020;15/05/2020;2;16/05/2020;2480;Valider
4349;14/05/2020;14/05/2020;15/05/2020;2;16/05/2020;3116;Valider
4350;14/05/2020;14/05/2020;15/05/2020;2;16/05/2020;3610;Valider
4351;14/05/2020;06/05/2020;08/05/2020;3;11/05/2020;3549;Valider
4352;14/05/2020;14/05/2020;14/05/2020;1;15/05/2020;3914;Valider
4353;14/05/2020;14/05/2020;15/05/2020;2;16/05/2020;4960;Valider
4354;15/05/2020;15/05/2020;16/05/2020;2;17/05/2020;4178;Valider
4355;15/05/2020;15/05/2020;16/05/2020;2;17/05/2020;2891;Valider
4356;15/05/2020;15/05/2020;15/05/2020;1;16/05/2020;3765;Valider
4357;15/05/2020;11/05/2020;11/05/2020;1;12/05/2020;3940;Valider
4358;15/05/2020;15/05/2020;15/05/2020;1;16/05/2020;2819;Valider
4359;15/05/2020;15/05/2020;16/05/2020;2;17/05/2020;3755;Valider
4362;18/05/2020;13/05/2020;15/05/2020;3;18/05/2020;3824;Valider
4363;18/05/2020;18/05/2020;19/05/2020;2;20/05/2020;3086;Valider
4364;18/05/2020;18/05/2020;19/05/2020;2;20/05/2020;3610;Valider
4365;18/05/2020;18/05/2020;19/05/2020;2;20/05/2020;3751;Valider
4366;18/05/2020;18/05/2020;19/05/2020;2;20/05/2020;4077;Valider
4367;18/05/2020;18/05/2020;20/05/2020;3;21/05/2020;4103;Valider
4368;18/05/2020;11/05/2020;15/05/2020;5;16/05/2020;3376;Valider
4369;19/05/2020;08/05/2020;08/05/2020;1;11/05/2020;4238;Valider
4370;22/05/2020;22/05/2020;22/05/2020;1;25/05/2020;3863;Valider
4371;22/05/2020;22/05/2020;22/05/2020;1;25/05/2020;2699;Valider
4372;22/05/2020;22/05/2020;22/05/2020;1;25/05/2020;4065;Valider
4373;22/05/2020;22/05/2020;23/05/2020;2;25/05/2020;3621;Valider
4374;22/05/2020;10/05/2020;12/05/2020;3;13/05/2020;4467;Valider
4375;25/05/2020;25/05/2020;25/05/2020;1;26/05/2020;4454;Valider
4376;25/05/2020;25/05/2020;26/05/2020;2;27/05/2020;3721;Valider
4377;25/05/2020;25/05/2020;26/05/2020;2;27/05/2020;3621;Valider
4378;25/05/2020;25/05/2020;26/05/2020;2;27/05/2020;3393;Valider
4379;25/05/2020;25/05/2020;25/05/2020;1;26/05/2020;2884;Valider
4380;25/05/2020;22/05/2020;22/05/2020;1;23/05/2020;3610;Valider
4381;25/05/2020;25/05/2020;26/05/2020;2;27/05/2020;2672;Valider
4382;25/05/2020;25/05/2020;25/05/2020;1;26/05/2020;4104;Valider
4383;25/05/2020;25/05/2020;27/05/2020;3;28/05/2020;3610;Valider
4385;25/05/2020;26/05/2020;27/05/2020;2;28/05/2020;4927;Valider
4386;25/05/2020;25/05/2020;31/05/2020;7;01/06/2020;3839;Valider
4387;26/05/2020;26/05/2020;27/05/2020;2;28/05/2020;2973;Valider
4388;26/05/2020;25/05/2020;27/05/2020;3;28/05/2020;3725;Valider
4389;26/05/2020;26/05/2020;26/05/2020;1;27/05/2020;3085;Valider
4390;26/05/2020;22/05/2020;22/05/2020;1;25/05/2020;4660;Valider
4391;26/05/2020;26/05/2020;27/05/2020;2;28/05/2020;4671;Valider
4392;26/05/2020;26/05/2020;27/05/2020;2;28/05/2020;4702;Valider
4393;26/05/2020;26/05/2020;29/05/2020;4;30/05/2020;3050;Valider
4394;26/05/2020;26/05/2020;27/05/2020;2;28/05/2020;4473;Valider
4395;27/05/2020;27/05/2020;27/05/2020;1;28/05/2020;3494;Valider
4396;27/05/2020;27/05/2020;28/05/2020;2;29/05/2020;3427;Valider
4397;27/05/2020;26/05/2020;27/05/2020;2;28/05/2020;4610;Valider
4398;27/05/2020;25/05/2020;27/05/2020;3;28/05/2020;4808;Valider
4399;27/05/2020;27/05/2020;27/05/2020;1;28/05/2020;4323;Valider
4400;27/05/2020;26/05/2020;28/05/2020;3;29/05/2020;4521;Valider
4402;27/05/2020;25/05/2020;27/05/2020;3;28/05/2020;4358;Valider
4403;27/05/2020;27/05/2020;28/05/2020;2;29/05/2020;4378;Valider
4404;28/05/2020;28/05/2020;29/05/2020;2;30/05/2020;3461;Valider
4407;28/05/2020;28/05/2020;29/05/2020;2;30/05/2020;3902;Valider
4408;28/05/2020;27/05/2020;29/05/2020;3;30/05/2020;3869;Valider
4409;28/05/2020;28/05/2020;29/05/2020;2;30/05/2020;4699;Valider
4410;28/05/2020;28/05/2020;29/05/2020;2;30/05/2020;4742;Valider
4411;28/05/2020;28/05/2020;29/05/2020;2;30/05/2020;3494;Valider
4413;28/05/2020;28/05/2020;29/05/2020;2;30/05/2020;3879;Valider
4414;28/05/2020;28/05/2020;29/05/2020;2;30/05/2020;3294;Valider
4415;29/05/2020;29/05/2020;29/05/2020;1;30/05/2020;3127;Valider
4416;29/05/2020;29/05/2020;30/05/2020;2;01/06/2020;4967;Valider
4417;29/05/2020;29/05/2020;29/05/2020;1;30/05/2020;3493;Valider
4420;29/05/2020;29/05/2020;31/05/2020;3;01/06/2020;4483;Valider
4421;29/05/2020;02/06/2020;06/06/2020;5;08/06/2020;4006;Valider
4422;29/05/2020;27/05/2020;31/05/2020;5;01/06/2020;3322;Valider
4424;02/06/2020;02/06/2020;02/06/2020;1;03/06/2020;4740;Valider
4425;02/06/2020;02/06/2020;04/06/2020;3;05/06/2020;3664;Valider
4426;02/06/2020;02/06/2020;03/06/2020;2;04/06/2020;4629;Valider
4427;02/06/2020;02/06/2020;03/06/2020;2;04/06/2020;3863;Valider
4428;02/06/2020;02/06/2020;03/06/2020;2;04/06/2020;3084;Valider
4429;02/06/2020;02/06/2020;02/06/2020;1;03/06/2020;3364;Valider
4431;12/06/2020;01/06/2020;05/06/2020;5;06/06/2020;4493;Valider
4432;02/06/2020;02/06/2020;03/06/2020;2;04/06/2020;4708;Valider
4433;02/06/2020;01/06/2020;03/06/2020;3;04/06/2020;2769;Valider
4434;02/06/2020;02/06/2020;03/06/2020;2;04/06/2020;2976;Valider
4435;02/06/2020;02/06/2020;03/06/2020;2;04/06/2020;3813;Valider
4436;02/06/2020;02/06/2020;02/06/2020;1;03/06/2020;3071;Valider
4437;02/06/2020;02/06/2020;02/06/2020;1;03/06/2020;3286;Valider
4438;02/06/2020;02/06/2020;03/06/2020;2;04/06/2020;3851;Valider
4439;02/06/2020;02/06/2020;03/06/2020;2;04/06/2020;3973;Valider
4440;02/06/2020;02/06/2020;04/06/2020;3;05/06/2020;3557;Valider
4441;03/06/2020;03/06/2020;05/06/2020;3;06/06/2020;3902;Valider
4442;03/06/2020;03/06/2020;04/06/2020;2;05/06/2020;3493;Valider
4443;03/06/2020;03/06/2020;04/06/2020;2;05/06/2020;4958;Valider
4444;03/06/2020;03/06/2020;03/06/2020;1;04/06/2020;4092;Valider
4445;03/06/2020;03/06/2020;03/06/2020;1;04/06/2020;4508;Valider
4446;03/06/2020;03/06/2020;05/06/2020;3;06/06/2020;2902;Valider
4447;03/06/2020;01/06/2020;04/06/2020;4;05/06/2020;4243;Valider
4448;03/06/2020;02/06/2020;04/06/2020;3;05/06/2020;3654;Valider
4449;03/06/2020;02/06/2020;04/06/2020;3;05/06/2020;3052;Valider
4450;03/06/2020;29/05/2020;30/05/2020;2;01/06/2020;4653;Valider
4451;03/06/2020;03/06/2020;04/06/2020;2;05/06/2020;4357;Valider
4452;03/06/2020;03/06/2020;05/06/2020;3;06/06/2020;4479;Valider
4453;04/06/2020;04/06/2020;05/06/2020;2;06/06/2020;2682;Valider
4454;04/06/2020;02/06/2020;03/06/2020;2;04/06/2020;3900;Valider
4455;04/06/2020;04/06/2020;04/06/2020;1;05/06/2020;3900;Valider
4456;04/06/2020;04/06/2020;05/06/2020;2;06/06/2020;3397;Valider
4457;04/06/2020;04/06/2020;05/06/2020;2;06/06/2020;3926;Valider
4459;04/06/2020;03/06/2020;05/06/2020;3;06/06/2020;3555;Valider
4460;04/06/2020;04/06/2020;05/06/2020;2;06/06/2020;3905;Valider
4461;04/06/2020;03/06/2020;05/06/2020;3;06/06/2020;3544;Valider
4462;04/06/2020;04/06/2020;05/06/2020;2;06/06/2020;4939;Valider
4463;16/06/2020;03/06/2020;07/06/2020;5;08/06/2020;3818;Valider
4464;05/06/2020;05/06/2020;05/06/2020;1;08/06/2020;3532;Valider
4465;05/06/2020;05/06/2020;05/06/2020;1;08/06/2020;4708;Valider
4466;05/06/2020;02/06/2020;05/06/2020;4;06/06/2020;3869;Valider
4467;05/06/2020;02/06/2020;03/06/2020;2;04/06/2020;4000;Valider
4468;05/06/2020;04/06/2020;05/06/2020;2;06/06/2020;4000;Valider
4469;05/06/2020;05/06/2020;05/06/2020;1;08/06/2020;3437;Valider
4470;05/06/2020;05/06/2020;06/06/2020;2;08/06/2020;3657;Valider
4471;05/06/2020;05/06/2020;05/06/2020;1;08/06/2020;3493;Valider
4472;05/06/2020;05/06/2020;05/06/2020;1;08/06/2020;4357;Valider
4473;05/06/2020;05/06/2020;05/06/2020;1;08/06/2020;4238;Valider
4474;05/06/2020;02/06/2020;06/06/2020;5;08/06/2020;3322;Valider
4475;05/06/2020;05/06/2020;05/06/2020;1;08/06/2020;3011;Valider
4476;05/06/2020;04/06/2020;05/06/2020;2;06/06/2020;4837;Valider
4477;05/06/2020;05/06/2020;06/06/2020;2;08/06/2020;3373;Valider
4478;05/06/2020;05/06/2020;06/06/2020;2;08/06/2020;3459;Valider
4479;05/06/2020;06/06/2020;06/06/2020;1;08/06/2020;4793;Valider
4480;08/06/2020;08/06/2020;09/06/2020;2;10/06/2020;3532;Valider
4481;08/06/2020;08/06/2020;12/06/2020;5;13/06/2020;4629;Valider
4482;08/06/2020;08/06/2020;12/06/2020;5;13/06/2020;4413;Valider
4483;08/06/2020;05/06/2020;05/06/2020;1;06/06/2020;3429;Valider
4484;08/06/2020;08/06/2020;10/06/2020;3;11/06/2020;3574;Valider
4485;08/06/2020;08/06/2020;10/06/2020;3;11/06/2020;4249;Valider
4486;08/06/2020;08/06/2020;09/06/2020;2;10/06/2020;3005;Valider
4487;08/06/2020;08/06/2020;09/06/2020;2;10/06/2020;4898;Valider
4488;08/06/2020;08/06/2020;09/06/2020;2;10/06/2020;4030;Valider
4489;08/06/2020;08/06/2020;09/06/2020;2;10/06/2020;3727;Valider
4490;08/06/2020;05/06/2020;07/06/2020;3;08/06/2020;4929;Valider
4491;08/06/2020;08/06/2020;09/06/2020;2;10/06/2020;4202;Valider
4492;08/06/2020;08/06/2020;09/06/2020;2;10/06/2020;4006;Valider
4493;08/06/2020;08/06/2020;09/06/2020;2;10/06/2020;3322;Valider
4494;08/06/2020;08/06/2020;10/06/2020;3;11/06/2020;2902;Valider
4495;09/06/2020;09/06/2020;09/06/2020;1;10/06/2020;4169;Valider
4496;09/06/2020;09/06/2020;10/06/2020;2;11/06/2020;4524;Valider
4497;09/06/2020;09/06/2020;11/06/2020;3;12/06/2020;4238;Valider
4498;09/06/2020;07/06/2020;09/06/2020;3;10/06/2020;4069;Valider
4499;09/06/2020;09/06/2020;10/06/2020;2;11/06/2020;4314;Valider
4500;09/06/2020;09/06/2020;11/06/2020;3;12/06/2020;3369;Valider
4501;09/06/2020;29/05/2020;29/05/2020;1;30/05/2020;3183;Valider
4502;09/06/2020;08/06/2020;10/06/2020;3;11/06/2020;4039;Valider
4503;09/06/2020;09/06/2020;09/06/2020;1;10/06/2020;3052;Valider
4504;09/06/2020;09/06/2020;10/06/2020;2;11/06/2020;3328;Valider
4505;09/06/2020;09/06/2020;10/06/2020;2;11/06/2020;4079;Valider
4506;09/06/2020;09/06/2020;10/06/2020;2;11/06/2020;3875;Valider
4507;09/06/2020;08/06/2020;10/06/2020;3;11/06/2020;4101;Valider
4508;09/06/2020;08/06/2020;09/06/2020;2;10/06/2020;3825;Valider
4509;09/06/2020;09/06/2020;10/06/2020;2;11/06/2020;4726;Valider
4510;09/06/2020;09/06/2020;11/06/2020;3;12/06/2020;3936;Valider
4511;10/06/2020;09/06/2020;10/06/2020;2;11/06/2020;3635;Valider
4512;10/06/2020;08/06/2020;10/06/2020;3;11/06/2020;2797;Valider
4513;10/06/2020;08/06/2020;10/06/2020;3;11/06/2020;4885;Valider
4514;10/06/2020;08/06/2020;10/06/2020;3;11/06/2020;4650;Valider
4515;10/06/2020;10/06/2020;12/06/2020;3;13/06/2020;4898;Valider
4516;10/06/2020;10/06/2020;11/06/2020;2;12/06/2020;4853;Valider
4517;10/06/2020;10/06/2020;11/06/2020;2;12/06/2020;3800;Valider
4518;10/06/2020;10/06/2020;10/06/2020;1;11/06/2020;2589;Valider
4519;10/06/2020;10/06/2020;11/06/2020;2;12/06/2020;4285;Valider
4520;10/06/2020;10/06/2020;11/06/2020;2;12/06/2020;4030;Valider
4521;10/06/2020;10/06/2020;10/06/2020;1;11/06/2020;3628;Valider
4522;10/06/2020;10/06/2020;11/06/2020;2;12/06/2020;4793;Valider
4523;10/06/2020;10/06/2020;12/06/2020;3;13/06/2020;3568;Valider
4524;10/06/2020;09/06/2020;12/06/2020;4;13/06/2020;3898;Valider
4525;10/06/2020;10/06/2020;12/06/2020;3;13/06/2020;3005;Valider
4526;15/06/2020;09/06/2020;16/06/2020;8;17/06/2020;4546;Valider
4528;10/06/2020;10/06/2020;12/06/2020;3;13/06/2020;3052;Valider
4529;10/06/2020;10/06/2020;10/06/2020;1;11/06/2020;4006;Valider
4531;11/06/2020;11/06/2020;11/06/2020;1;12/06/2020;4169;Valider
4532;11/06/2020;11/06/2020;12/06/2020;2;13/06/2020;4524;Valider
4533;11/06/2020;10/06/2020;11/06/2020;2;12/06/2020;3639;Valider
4534;11/06/2020;11/06/2020;12/06/2020;2;13/06/2020;3574;Valider
4535;11/06/2020;11/06/2020;12/06/2020;2;13/06/2020;4074;Valider
4536;11/06/2020;11/06/2020;12/06/2020;2;13/06/2020;3410;Valider
4537;11/06/2020;11/06/2020;12/06/2020;2;13/06/2020;4004;Valider
4538;11/06/2020;11/06/2020;12/06/2020;2;13/06/2020;4121;Valider
4539;11/06/2020;11/06/2020;12/06/2020;2;13/06/2020;2751;Valider
4540;11/06/2020;26/05/2020;31/05/2020;6;01/06/2020;4019;Valider
4542;11/06/2020;11/06/2020;12/06/2020;2;13/06/2020;4877;Valider
4543;12/06/2020;12/06/2020;12/06/2020;1;13/06/2020;3580;Valider
4544;12/06/2020;09/06/2020;11/06/2020;3;12/06/2020;4261;Valider
4545;12/06/2020;12/06/2020;12/06/2020;1;13/06/2020;4522;Valider
4546;12/06/2020;12/06/2020;12/06/2020;1;13/06/2020;3639;Valider
4547;12/06/2020;12/06/2020;12/06/2020;1;13/06/2020;4742;Valider
4548;12/06/2020;12/06/2020;13/06/2020;2;15/06/2020;3603;Valider
4549;12/06/2020;11/06/2020;12/06/2020;2;13/06/2020;4093;Valider
4550;12/06/2020;12/06/2020;12/06/2020;1;13/06/2020;4238;Valider
4551;12/06/2020;12/06/2020;13/06/2020;2;15/06/2020;3459;Valider
4552;12/06/2020;11/06/2020;12/06/2020;2;13/06/2020;4039;Valider
4553;12/06/2020;09/06/2020;12/06/2020;4;13/06/2020;4588;Valider
4554;12/06/2020;10/06/2020;12/06/2020;3;13/06/2020;3322;Valider
4555;12/06/2020;12/06/2020;12/06/2020;1;13/06/2020;3845;Valider
4556;12/06/2020;12/06/2020;13/06/2020;2;15/06/2020;4169;Valider
4557;15/06/2020;15/06/2020;16/06/2020;2;17/06/2020;3981;Valider
4558;15/06/2020;15/06/2020;15/06/2020;1;16/06/2020;4298;Valider
4559;15/06/2020;15/06/2020;19/06/2020;5;20/06/2020;4629;Valider
4560;15/06/2020;15/06/2020;16/06/2020;2;17/06/2020;3467;Valider
4561;15/06/2020;12/06/2020;12/06/2020;1;13/06/2020;2902;Valider
4562;15/06/2020;15/06/2020;17/06/2020;3;18/06/2020;2902;Valider
4563;15/06/2020;15/06/2020;19/06/2020;5;20/06/2020;3074;Valider
4564;15/06/2020;11/06/2020;11/06/2020;1;12/06/2020;4000;Valider
4565;15/06/2020;15/06/2020;17/06/2020;3;18/06/2020;4112;Valider
4566;15/06/2020;15/06/2020;15/06/2020;1;16/06/2020;3611;Valider
4567;15/06/2020;15/06/2020;16/06/2020;2;17/06/2020;4116;Valider
4568;15/06/2020;15/06/2020;17/06/2020;3;18/06/2020;4216;Valider
4569;15/06/2020;15/06/2020;16/06/2020;2;17/06/2020;2822;Valider
4570;15/06/2020;15/06/2020;16/06/2020;2;17/06/2020;4205;Valider
4571;15/06/2020;15/06/2020;16/06/2020;2;17/06/2020;4391;Valider
4572;15/06/2020;15/06/2020;17/06/2020;3;18/06/2020;3405;Valider
4573;15/06/2020;11/06/2020;15/06/2020;5;16/06/2020;4967;Valider
4574;15/06/2020;15/06/2020;16/06/2020;2;17/06/2020;3996;Valider
4575;15/06/2020;04/06/2020;06/06/2020;3;08/06/2020;4792;Valider
4576;15/06/2020;08/06/2020;14/06/2020;7;15/06/2020;4792;Valider
4577;15/06/2020;05/06/2020;09/06/2020;5;10/06/2020;4958;Valider
4578;15/06/2020;10/06/2020;14/06/2020;5;15/06/2020;4958;Valider
4579;15/06/2020;15/06/2020;16/06/2020;2;17/06/2020;3843;Valider
4580;15/06/2020;04/06/2020;08/06/2020;5;09/06/2020;4773;Valider
4581;15/06/2020;09/06/2020;16/06/2020;8;17/06/2020;4773;Valider
4582;15/06/2020;05/06/2020;09/06/2020;5;10/06/2020;4898;Valider
4583;15/06/2020;10/06/2020;14/06/2020;5;15/06/2020;4898;Valider
4584;15/06/2020;15/06/2020;19/06/2020;5;20/06/2020;4898;Valider
4585;15/06/2020;05/06/2020;09/06/2020;5;10/06/2020;4740;Valider
4586;15/06/2020;10/06/2020;14/06/2020;5;15/06/2020;4740;Valider
